meets criteria?,Notes,Reviewer 1,Reviewer 2,Number,Article Title,Abstract,article type,Publication Year,Authors,Source Title,Publication Date,DOI,DOI Link,Book DOI
TBD,,Adria,Jackson,20,Divided visuo-spatial attention systems with total and anterior callosotomy,"The role of the corpus callosum in the inter-hemispheric integration of the visuo-spatial attention system, was investigated in patients with a total callosotomy or with an anterior callosal section. Subjects produced simple reaction times (RTs) to visual targets shown to the left or right visual hemifield. Preceding the target by an interval of 500 ms, arrow cues predicting the target location were shown left and right of the point of ocular fixation. For a majority of total and anterior callosotomy patients, results with valid focused cues (both arrows pointing to the target location) and with divided-attention cues (arrows pointing away from fixation) did not differ and both conditions produced shorter RTs than with neutral cues (equal signs). In contrast, neurologically intact subjects showed equal RTs with divided-attention and neutral cues, whereas valid focused cues produced reduced RTs relative to neutral cues. These results indicate that most split-brains, in contrast to normal observers, are capable of directing their attention to left and right visual field locations simultaneously, and therefore that each cerebral hemisphere controls its own visuo-spatial attention mechanism. (C) 1999 Elsevier Science Ltd. All rights reserved.",Article,2000,"Arguin, M; Lassonde, M; Quattrini, A; Del Pesce, M; Foschi, N; Papo, I",NEUROPSYCHOLOGIA,,10.1016/S0028-3932(99)00077-9,http://dx.doi.org/10.1016/S0028-3932(99)00077-9,
TBD,,Adria,Jackson,21,The effect of stimulus availability on task choice in voluntary task switching,"The voluntary task switching paradigm allows subjects to choose which task to perform on each trial in a stimulus environment affording multiple tasks. The present study examined the effect of stimulus availability on task choice. Subjects viewed displays containing a digit and a letter and performed either an even/odd or a consonant/vowel judgment on each trial. The target stimuli appeared with a stimulus onset asynchrony (SOA) of 0, 50, 100, or 150 msec. The probability of performing the task associated with Stimulus 1 increased as SOA increased, indicating an effect of external or stimulus-driven factors on task choice. This effect of stimulus availability on task choice was greater when the response-stimulus interval was 400 msec than when it was 2,000 msec. This interaction of preparation interval and stimulus availability is explained within a model of task choice that includes both internal processes and external influences.",Article,2008,"Arrington, CM",MEMORY & COGNITION,JUL,10.3758/MC.36.5.991,http://dx.doi.org/10.3758/MC.36.5.991,
TBD,,Adria,Jackson,22,Rethinking volitional control over task choice in multitask environments: Use of a stimulus set selection strategy in voluntary task switching,"Under conditions of volitional control in multitask environments, subjects may engage in a variety of strategies to guide task selection. The current research examines whether subjects may sometimes use a top-down control strategy of selecting a task-irrelevant stimulus dimension, such as location, to guide task selection. We term this approach a stimulus set selection strategy. Using a voluntary task switching procedure, subjects voluntarily switched between categorizing letter and number stimuli that appeared in two, four, or eight possible target locations. Effects of stimulus availability, manipulated by varying the stimulus onset asynchrony between the two target stimuli, and location repetition were analysed to assess the use of a stimulus set selection strategy. Considered across position condition, Experiment 1 showed effects of both stimulus availability and location repetition on task choice suggesting that only in the 2-position condition, where selection based on location always results in a target at the selected location, subjects may have been using a stimulus set selection strategy on some trials. Experiment 2 replicated and extended these findings in a visually more cluttered environment. These results indicate that, contrary to current models of task selection in voluntary task switching, the top-down control of task selection may occur in the absence of the formation of an intention to perform a particular task.",Article,2015,"Arrington, CM; Weaver, SM",QUARTERLY JOURNAL OF EXPERIMENTAL PSYCHOLOGY,APR 3,10.1080/17470218.2014.961935,http://dx.doi.org/10.1080/17470218.2014.961935,
TBD,,Adria,Jackson,23,Neuronal population correlates of target selection and distractor filtering,"Frontal Eye Field (FEF) neurons discriminate between relevant and irrelevant visual stimuli and their response magnitude predicts conscious perception. How this is reflected in the spatial representation of a visual stimulus at the neuronal population level is unknown. We recorded neuronal population activity in the FEF while monkeys were performing a forced choice cued detection task with identical target and distractor stimuli. We quantified, using machine learning techniques, estimates of target and distractor location from FEF population multiunit activities. We found that the FEF population activity provides a precise single trial estimate of reported stimuli locations. Importantly, the closer this prefrontal population single trial estimate is to the veridical stimulus location, the higher the probability that the target or the distractor is reported as perceived. We show that stimulus perception is rescued by the estimate of attention allocation specifically when the latter is close enough to the actual stimulus location, thus indicating a partial independence between attention and perception. Overall, we thus show that how and what we perceive of our environment depends on the spatial precision with which this environment is coded by prefrontal neuronal populations.",Article,2020,"Astrand, E; Wardak, C; Ben Hamed, S",NEUROIMAGE,APR 1,10.1016/j.neuroimage.2020.116517,http://dx.doi.org/10.1016/j.neuroimage.2020.116517,
TBD,,Adria,Jackson,24,Selective visual attention to drive cognitive brain-machine interfaces: from concepts to neurofeedback and rehabilitation applications,"Brain machine interfaces (BMIs) using motor cortical activity to drive an external effector like a screen cursor or a robotic arm have seen enormous success and proven their great rehabilitation potential. An emerging parallel effort is now directed to BMIs controlled by endogenous cognitive activity, also called cognitive BMIs. While more challenging, this approach opens new dimensions to the rehabilitation of cognitive disorders. In the present work, we focus on BMIs driven by visuospatial attention signals and we provide a critical review of these studies in the light of the accumulated knowledge about the psychophysics, anatomy, and neurophysiology of visual spatial attention. Importantly, we provide a unique comparative overview of the several studies, ranging from non-invasive to invasive human and non-human primates studies, that decode attention-related information from ongoing neuronal activity. We discuss these studies in the light of the challenges attention-driven cognitive BMIs have to face. In a second part of the review, we discuss past and current attention-based neurofeedback studies, describing both the covert effects of neurofeedback onto neuronal activity and its overt behavioral effects. Importantly, we compare neurofeedback studies based on the amplitude of cortical activity to studies based on the enhancement of cortical information content. Last, we discuss several lines of future research and applications for attention-driven cognitive brain-computer interfaces (BCIs), including the rehabilitation of cognitive deficits, restored communication in locked in patients, and open-field applications for enhanced cognition in normal subjects. The core motivation of this work is the key idea that the improvement of current cognitive BM Is for therapeutic and open field applications needs to be grounded in a proper interdisciplinary understanding of the physiology of the cognitive function of interest, be it spatial attention, working memory or any other cognitive signal.",Review,2014,"Astrand, E; Wardak, C; Ben Hamed, S",FRONTIERS IN SYSTEMS NEUROSCIENCE,,10.3389/fnsys.2014.00144,http://dx.doi.org/10.3389/fnsys.2014.00144,
TBD,,Adria,Jackson,25,Object and space-based attentional selection in three-dimensional space,"It has been previously demonstrated that visual attention has an extent in depth (3D space) as well as an extent in the fronto-parallel plane (2D space). Numerous experiments have also demonstrated that attention can be allocated to objects, and that object-based attention can overcome some of the costs associated with moving attention about in 2D space. In real visual environments, objects often have an extent in depth. Four experiments were conducted to examine the nature of object-based attention in 3D space. The experiments demonstrated large object-based attention benefits, as well as costs for switching attention in depth. However, the costs associated with switching attention in depth were eliminated with objects that had an extent in depth. Experiments 2-4 examined the interaction of spatial attention in 3D space and object-based attention. Evidence was found for the spread of spatial attention to objects. However, contrary to other work (Lavie & Driver, 1996), neither non-predictive exogenous spatial cues (Experiment 2) nor predictive exogenous spatial cues (Experiments 3 and 4) were able to eliminate object-based attention, suggesting that object-based attention can remain intact despite the allocation of attention spatially.",Article,2001,"Atchley, P; Kramer, AF",VISUAL COGNITION,FEB,10.1080/13506280042000009,http://dx.doi.org/10.1080/13506280042000009,
TBD,,Adria,Jackson,26,Top-down control over biased competition during covert spatial orienting,"Larger benefits of spatial attention are observed when distractor interference is prevalent, supporting the view that spatial selection facilitates visual processing by suppressing distractor interference. The present work shows that cuing effects with identical visual displays can grow substantially as the probability of distractor interference increases. The probability of interference had no impact on spatial cuing effects in the absence of distractors, suggesting that the enlarged cuing effects were not caused by changes in signal enhancement or in the spatial distribution of attention. These findings suggest that attentional control settings determine more than where spatial attention is directed; top-down settings also influence how attention affects visual processing, with increased levels of distractor exclusion when distractor interference is likely.",Article,2003,"Awh, E; Matsukura, M; Serences, JT",JOURNAL OF EXPERIMENTAL PSYCHOLOGY-HUMAN PERCEPTION AND PERFORMANCE,FEB,10.1037/0096-1523.29.1.52,http://dx.doi.org/10.1037/0096-1523.29.1.52,
TBD,,Adria,Jackson,27,Perceived speed differences explain apparent compression in slit viewing,"When a figure moves behind a stationary narrow slit, observers often report seeing the figure as an integrated whole, a phenomenon known as slit viewing or anorthoscopic perception. Interestingly, in slit viewing, the figure is perceived compressed along the axis of motion, e.g., a circle is perceived as an ellipse. Underestimation of the speed of the moving object was offered as an explanation. for this apparent compression. We measured perceived speed and compression in anorthoscopic perception and found results that are inconsistent with this hypothesis. We found evidence for an alternative hypothesis according to which apparent compression results from perceived speed differences between different parts of the figure, viz., the trailing parts are perceived to move faster than the leading parts. These differences in the perceived speeds of the trailing and the leading edges may be due to differences in the visibilities of the leading and trailing parts. We discuss our findings within a non-retinotopic framework of form analysis for moving objects. Published by Elsevier Ltd.",Article,2008,"Aydin, M; Herzog, MH; Ögmen, H",VISION RESEARCH,JUL,10.1016/j.visres.2008.04.020,http://dx.doi.org/10.1016/j.visres.2008.04.020,
TBD,,Adria,Jackson,28,Time-course of spatial-attentional focusing in the case of high processing demand on the peripheral precue,"Subjects had to identify pairs of spatially overlapping or neighbouring letters exposed successively at various locations around the central fixation. The first letter (S1) in a pair acted both as a physical precue to indicate the S2 location and as a stimulus letter to be identified. The second letter (S2) in a pair acted only as a letter to be identified. The SOA was varied between 0 and 320 ms in different experiments. Comparison of the time-course functions of S2 identification in the conditions of (1) single pair presentation and (2) presentation of the letter pairs in the context of distracter letters that accompanied S2 in time, but occupied alternative spatial positions, revealed that S2 processing from the covert spatial-attentional focus was open to non-decreasing interference from the distracter letters up to 240 ms SOAs. An unexpected result consisted in equal level of S2 identification regardless of whether S1 had to be identified or not. This shows that if the peripheral precue has to be processed with higher processing demands at the identification level beyond simple location processing (which by itself is sufficient to fulfil the spatial orienting function), then the narrowing down or zooming-in of the attentional area in response to a physical precue can take place as effectively as in the case of a lesser processing demand on that precue. By comparing the relative time-course functions of S1 and S2 identification, it was found that S2 identification gained significant advantage over S1 identification at intermediate SOAs even if the intensity of S1 exceeded that of S2. The results of this investigation refer to the spontaneous, automatic nature of spatial attentional focusing that is evoked by spatially localised transient signals, but also to the possibility of interference between the targets and distracters in the working memory representation.",Article,1999,"Bachmann, T; Mäger, K; Sarv, M; Kahusk, N; Turner, J",EUROPEAN JOURNAL OF COGNITIVE PSYCHOLOGY,JUN,10.1080/713752312,http://dx.doi.org/10.1080/713752312,
TBD,,Adria,Jackson,29,OVERRIDING STIMULUS-DRIVEN ATTENTIONAL CAPTURE,"Theeuwes (1992) found a distracting effect of irrelevant-dimension singletons in a task involving search for a known target. He argued from this that selectivity is determined solely by stimulus salience; the parallel stage of visual processing cannot provide top-down guidance to the attentive stage sufficient to permit completely selective use of task-relevant information. We argue that in the task used by Theeuwes, subjects may have adopted the strategy of searching for an odd form even though the specific target form was known. In Experiment 1, we replicated Theeuwes's findings. Search for a circle target among diamond nontargets was disrupted by the presence of a diamond nontarget that was uniquely colored. In two subsequent experiments, we discouraged the singleton detection strategy, forcing subjects to search for the target feature. There was no distracting effect of a color singleton in these experiments, even with displays physically identical to those of Experiment 1, demonstrating that top-down selectivity is indeed possible during visual search. We conclude that goal-directed selection of a specific known featural identity may override stimulus-driven capture by salient featural singletons.",Article,1994,"BACON, WF; EGETH, HE",PERCEPTION & PSYCHOPHYSICS,MAY,10.3758/BF03205306,http://dx.doi.org/10.3758/BF03205306,
TBD,,Adria,Jackson,30,"Expectancy, attention, and time","Seven experiments examine the influence of contextual timing manipulations on prospective rime judgments. Subjects judged durations of standard vs comparison time intervals in the context of a preceding induction (context) sequence. In some experiments, the rate of the induction sequence was systematically manipulated relative to the range of to-be-judged standard lime intervals; in others, the induction sequence was omitted. Time judgments were strongly influenced by the rate of an induction sequence with best performance occurring when the standard time interval ended as expected, given context rate. An expectancy profile, in the form of an inverted U, indicated that time estimation accuracy declined systematically as a standard interval differed from a context rate. A similar expectancy profile emerged when the context rate was based on a harmonic subdivision lone-half) of an expected standard interval. Results are discussed in terms of various stimulus-based models of prospective time judgments, including those which appeal to attentional periodicities and entrainment. (C) 2000 Academic Press.",Review,2000,"Barnes, R; Jones, MR",COGNITIVE PSYCHOLOGY,NOV,10.1006/cogp.2000.0738,http://dx.doi.org/10.1006/cogp.2000.0738,
TBD,,Adria,Jackson,31,New evidence for the zoom lens model using the RSVP technique,"A main prediction from the zoom lens model for visual attention is that performance is an inverse function of the size of the attended area The attention shift paradigm developed by Sperling and Reeves (1980) was adapted here to study predictions from the zoom lens model. In two experiments two lists of items were simultaneously presented using the rapid serial visual presentation technique. Subjects were to report the first item he/she was able to identify in the series that did not include the target (the letter T) after he/she saw the target. In one condition, subjects knew in which list the target would appear; in another condition, they did not have this knowledge, having to attend to both positions in order to detect the target The zoom lens model predicts an interaction between this variable and the distance separating the two positions where the lists are presented. In both experiments, this interaction was observed. The results are also discussed as a solution to the apparently contradictory results with regard to the analog movement model.",Article; Proceedings Paper,1998,"Barriopedro, MI; Botella, J",PERCEPTION & PSYCHOPHYSICS,NOV,10.3758/BF03208001,http://dx.doi.org/10.3758/BF03208001,
TBD,,Adria,Jackson,32,The novelty effect in recovered hemineglect,"Left neglect patients, patients who had recovered from left neglect and control subjects performed a task of simple motor reaction times (RTs) to lateralised visual stimuli. Neglect and recovered patients were slower than controls on left-sided targets. To explore the time course of the allocation of attention across space, an analysis of responses as a function of the serial order of the trials was performed. While neglect patients' performance did not substantially change over time, recovered patients showed a stereotyped 'novelty effect', consisting of larger left/right RT differences at the beginning of the task than at the end of it. To explain this practice-related change, a trade-off is hypothesised between the process of learning the motor task and the mechanisms involved in recovery from neglect, such as the reorienting of attention toward the contralesional side following the initial ipsilesional orienting. A possible role is proposed for the prefrontal cortex as the crucial neural structure that mediates both processes.",Article,1997,"Bartolomeo, P",CORTEX,JUN,10.1016/S0010-9452(08)70008-X,http://dx.doi.org/10.1016/S0010-9452(08)70008-X,
